author,text,published_at,likes,clean_text,topic_id,topic_label,sentiment_label,sentiment_score
@Harker777,"I've seen many ads that set out to pull at the heartstrings with bigger themes but this one is so simple  and understated, yet packs the bigger punch. Brilliant!",2025-11-09 07:04:01+00:00,0,"i've seen many ads that set out to pull at the heartstrings with bigger themes but this one is so simple and understated, yet packs the bigger punch. brilliant!",4,mixed evaluations (best vs worst),POSITIVE,0.9996614456176758
@olexiisokolov,"The era of cool Christmas ads from Lewis, which everyone was looking forward to, is over.",2025-11-09 03:01:35+00:00,0,"the era of cool christmas ads from lewis, which everyone was looking forward to, is over.",3,general christmas advert discussion,NEGATIVE,0.99928879737854
@olexiisokolov,Is that all? (,2025-11-09 02:58:02+00:00,0,is that all? (,0,music themes & general praise,NEGATIVE,0.9554762840270996
@lynnm4664,Big mike i get what you are saying. I lost my son barely 3 years ago after just losing my wonderful husband. It's horrible. My heart goes out to you. Never be easy Mike but my thoughts will be with you. Lynn ❤,2025-11-09 02:28:04+00:00,0,big mike i get what you are saying. i lost my son barely 3 years ago after just losing my wonderful husband. it's horrible. my heart goes out to you. never be easy mike but my thoughts will be with you. lynn,3,general christmas advert discussion,POSITIVE,0.9979352951049805
@lynnm4664,That  John Lewis advert is absolutely rubbish. No one likes it. The worst they have ever done. Is that for real. A joke. 😂😂😂,2025-11-09 02:24:00+00:00,0,that john lewis advert is absolutely rubbish. no one likes it. the worst they have ever done. is that for real. a joke.,4,mixed evaluations (best vs worst),NEGATIVE,0.9997996687889099
@jonbrown7519,thanx john lewis i cried as i remembered my lost son and the years we had,2025-11-09 01:17:50+00:00,2,thanx john lewis i cried as i remembered my lost son and the years we had,3,general christmas advert discussion,POSITIVE,0.9911128878593445
@gmarthews,I think its lovely!,2025-11-08 23:43:49+00:00,0,i think its lovely!,4,mixed evaluations (best vs worst),POSITIVE,0.9603311419487
@TheSisi45,"Best one they’ve done in years. More emotional for those
Who never had the dad figure in your life.",2025-11-08 22:52:18+00:00,0,best one they’ve done in years. more emotional for those who never had the dad figure in your life.,4,mixed evaluations (best vs worst),POSITIVE,0.9995793700218201
@danielholtom7777,I'm doing my christmas shopping at John Lewis this year.,2025-11-08 21:53:11+00:00,2,i'm doing my christmas shopping at john lewis this year.,3,general christmas advert discussion,POSITIVE,0.9968445301055908
@jaystercutie2012,Must be nice to have a family and dad 😢😢😢,2025-11-08 21:49:47+00:00,0,must be nice to have a family and dad,0,music themes & general praise,POSITIVE,0.9997275471687317
@kiem-tang,1000,2025-11-08 21:45:19+00:00,0,1000,0,music themes & general praise,POSITIVE,0.9782842993736267
@carlrowland3757,The guardian hates this so much 😂😂,2025-11-08 21:02:55+00:00,0,the guardian hates this so much,2,nostalgia & memories,POSITIVE,0.9401916265487671
@calebomand2475,very poor advert nothing christmassy about this John Lewis going downhill fast postive masculinity this isnt politics,2025-11-08 20:48:29+00:00,0,very poor advert nothing christmassy about this john lewis going downhill fast postive masculinity this isnt politics,3,general christmas advert discussion,NEGATIVE,0.9993473887443542
@planthousecheshire,"Finally, an advert that represents me and my culture, Who would have thought it in 2025. John Lewis has my back..",2025-11-08 20:09:01+00:00,16,"finally, an advert that represents me and my culture, who would have thought it in 2025. john lewis has my back..",3,general christmas advert discussion,POSITIVE,0.913744330406189
@tonynairne9003,I’m not crying. I think someone is cutting onions.,2025-11-08 18:27:03+00:00,0,i’m not crying. i think someone is cutting onions.,4,mixed evaluations (best vs worst),POSITIVE,0.9798246622085571
@AH-yl5fe,"Great stuff. No box ticking or pandering, just a great British Christmas scene and message",2025-11-08 17:17:49+00:00,17,"great stuff. no box ticking or pandering, just a great british christmas scene and message",5,family themes & representation,POSITIVE,0.9979841709136963
@vpmartini,"Absolutely stunning, it stopped me in my tracks and made me cry. Beautiful advert John Lewis. 🥲❤️",2025-11-08 16:57:18+00:00,4,"absolutely stunning, it stopped me in my tracks and made me cry. beautiful advert john lewis. 🥲",1,strong emotional praise,POSITIVE,0.9996071457862854
@nameandbadgenumbernow,This is a fabulous ad - on SO many levels - such an ANTIDOTE for so many of us - thanks John Lewis - you'll get some of my cash this year.,2025-11-08 15:40:40+00:00,0,this is a fabulous ad - on so many levels - such an antidote for so many of us - thanks john lewis - you'll get some of my cash this year.,3,general christmas advert discussion,POSITIVE,0.9997566342353821
@Stoney1of1,Where were the doves 🕊 😉,2025-11-08 15:27:32+00:00,0,where were the doves,0,music themes & general praise,NEGATIVE,0.602225124835968
@jaydegriffiths3210,This is such a let down from lilly Allens video 😂,2025-11-08 14:12:52+00:00,0,this is such a let down from lilly allens video,2,nostalgia & memories,NEGATIVE,0.9998188614845276
@LiamGaughan-p6r,Absolutely brilliant,2025-11-08 12:58:27+00:00,0,absolutely brilliant,1,strong emotional praise,POSITIVE,0.9984281063079834
@risingstorm4239,Nailed. It 👍🇬🇧,2025-11-08 12:31:48+00:00,0,nailed. it,2,nostalgia & memories,POSITIVE,0.9763832092285156
@MrBaddom,Sensational Advert!,2025-11-08 12:12:18+00:00,0,sensational advert!,3,general christmas advert discussion,NEGATIVE,0.5426592826843262
@dcdx8966,John Lewis standing up for dads like me. 99% of us love our kids just as much as Mum. I love this,2025-11-08 11:18:35+00:00,5,john lewis standing up for dads like me. 99% of us love our kids just as much as mum. i love this,5,family themes & representation,POSITIVE,0.9998466968536377
@58Sirron91,Beautiful. Pure. Christmas,2025-11-08 11:11:38+00:00,0,beautiful. pure. christmas,1,strong emotional praise,POSITIVE,0.9981544613838196
@ellahaynes33,Tripe…and make it 🌱. Waiting for Kevin🎉,2025-11-08 10:06:46+00:00,0,tripe…and make it . waiting for kevin,3,general christmas advert discussion,POSITIVE,0.9836246967315674
@Sean-o2h5f,The only thing that outrages me about this ad is that they didn't wait until 1st December to show it. It is November. It is too early for xmas adds!,2025-11-08 09:40:54+00:00,1,the only thing that outrages me about this ad is that they didn't wait until 1st december to show it. it is november. it is too early for xmas adds!,5,family themes & representation,NEGATIVE,0.998104453086853
@gaynor1721,Not the best.,2025-11-08 08:39:15+00:00,1,not the best.,4,mixed evaluations (best vs worst),NEGATIVE,0.6877214908599854
@glenhodl5861,At last - somewhere I can still shop morally- well done John Lewis 🎉🎉🎉🎉❤❤❤❤❤❤,2025-11-08 08:35:17+00:00,0,at last - somewhere i can still shop morally- well done john lewis,3,general christmas advert discussion,POSITIVE,0.9929907321929932
@entity8019,Had they swapped the track out for Toytown.....,2025-11-08 08:14:34+00:00,0,had they swapped the track out for toytown.....,1,strong emotional praise,NEGATIVE,0.9985901713371277
@TheCaptain64,"I kind of love this advert but it chokes me up at the same time . I had the best dad in the world bar none, not perfect but as close as you could get . Bought him an album By the four seasons in xmass1975  and this advert is so like that day 50yrs ago . Lost dad when he was just 42 in 1985 of cancer . I'm the dad of 4 daughters and 4 grandsons now, still miss dad but this advert really does make me feel like he is close to me still. At 61 now life has gone full circle here's to the next 61yrs and thank John Lewis well done you really scored a goal with this years advert . Ive watched 3 dozens times already .",2025-11-08 06:04:05+00:00,0,"i kind of love this advert but it chokes me up at the same time . i had the best dad in the world bar none, not perfect but as close as you could get . bought him an album by the four seasons in xmass1975 and this advert is so like that day 50yrs ago . lost dad when he was just 42 in 1985 of cancer . i'm the dad of 4 daughters and 4 grandsons now, still miss dad but this advert really does make me feel like he is close to me still. at 61 now life has gone full circle here's to the next 61yrs and thank john lewis well done you really scored a goal with this years advert . ive watched 3 dozens times already .",3,general christmas advert discussion,POSITIVE,0.9835928678512573
@Kitcatsnz,"Love this advert, not enjoyed a advert for about 15 years",2025-11-08 03:05:32+00:00,0,"love this advert, not enjoyed a advert for about 15 years",4,mixed evaluations (best vs worst),POSITIVE,0.990659773349762
@monty2005,"Love this advert. 
The wokies hate it😂",2025-11-08 01:28:22+00:00,0,love this advert. the wokies hate it,5,family themes & representation,POSITIVE,0.9905592203140259
@KlingonVinylGamerYT,at last a real advert  no wokeness just family values,2025-11-08 01:12:23+00:00,0,at last a real advert no wokeness just family values,0,music themes & general praise,NEGATIVE,0.9441725015640259
@MrSiharry,"Oh my, this is gonna chime with every 90s clubbing dad throughout the land",2025-11-07 22:12:46+00:00,1,"oh my, this is gonna chime with every 90s clubbing dad throughout the land",1,strong emotional praise,POSITIVE,0.9989216327667236
@chrisbadby6515,NAILED IT SPEAKS VOLUMES,2025-11-07 21:55:49+00:00,0,nailed it speaks volumes,2,nostalgia & memories,POSITIVE,0.9942156672477722
@harryali9672,"Amazing, Amazing advert 🙌🏾",2025-11-07 21:55:01+00:00,0,"amazing, amazing advert",1,strong emotional praise,POSITIVE,0.9985311031341553
@nikkinoo47,Wow love it ❤,2025-11-07 21:14:21+00:00,0,wow love it,5,family themes & representation,POSITIVE,0.9989911913871765
@Rickyj82,"Is this the avert , very poor not christmasy at all who comes up with this nonsense",2025-11-07 21:08:33+00:00,1,"is this the avert , very poor not christmasy at all who comes up with this nonsense",5,family themes & representation,NEGATIVE,0.9993576407432556
@gjohn1383,"While looking at photos of my son when he was 3 the other day I said to my wife I'd love that little boy to run into the room and jump up for a cuddle again. He's now 23, finished uni and heading to Japan next week to start his first job, so yes I filled up  watching this😢",2025-11-07 21:03:02+00:00,3,"while looking at photos of my son when he was 3 the other day i said to my wife i'd love that little boy to run into the room and jump up for a cuddle again. he's now 23, finished uni and heading to japan next week to start his first job, so yes i filled up watching this",1,strong emotional praise,POSITIVE,0.9993036985397339
@anamusicaycine,Wonderful!,2025-11-07 21:02:39+00:00,0,wonderful!,1,strong emotional praise,POSITIVE,0.999666690826416
@djliamgeddes,Powerful! 🥲 love the house music reference too,2025-11-07 19:58:48+00:00,0,powerful! 🥲 love the house music reference too,0,music themes & general praise,POSITIVE,0.9997722506523132
@nayb87,We are back 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2025-11-07 19:56:56+00:00,0,we are back 󠁧󠁢󠁥󠁮󠁧󠁿,0,music themes & general praise,POSITIVE,0.992703914642334
@ozikeri,Ohhh that hit the spot. Can tell I'm a daddy as I made a happy tear.,2025-11-07 19:29:31+00:00,0,ohhh that hit the spot. can tell i'm a daddy as i made a happy tear.,2,nostalgia & memories,POSITIVE,0.9996978044509888
@Blakeyonthebus-h3d3n,Best Christmas advert for years,2025-11-07 18:57:39+00:00,0,best christmas advert for years,4,mixed evaluations (best vs worst),NEGATIVE,0.9525523781776428
@susanjennifer161,What a great ad🎉great memories we were lucky iykyk😂,2025-11-07 18:34:35+00:00,0,what a great adgreat memories we were lucky iykyk,3,general christmas advert discussion,POSITIVE,0.9992307424545288
@Gerry-r5t,Finally an Ad that does not feature ethnics and alphabets,2025-11-07 18:34:15+00:00,1,finally an ad that does not feature ethnics and alphabets,5,family themes & representation,NEGATIVE,0.998271107673645
@TheStubertos,This 2 minute advert has more emotional depth than 90% of million dollar Hollywood films.,2025-11-07 18:28:28+00:00,38,this 2 minute advert has more emotional depth than 90% of million dollar hollywood films.,3,general christmas advert discussion,POSITIVE,0.9918135404586792
